C14ID,SiteID,LONGITUDE,Latitude,SITE,SITE_TYPE,LabCode,C14Age,C14SD,C13_AGE,C13_ERROR,MATERIAL,Material,CONTEXT,DEPTH_FROM_SURFACE_CM,METHOD,TECHNIQUE,Data pertinent for time-series analysis or calibration,Open or Closed Site,Directly Related to occupation? Yes/Unknown,SOURCE,NOTES,RECORD_SOURCE,DATE_ISSUES,AGE_NORM,ADDITIONAL_DATA_ISSUES,,,Country
11017,South East Coastal Plain,142.35,-38.32,Dura Midden 2,Midden,ANU-6451,1100,70,,,Charcoal,Charcoal,"Sq PF2, spit 12",,Radiocarbon,,Terrestrial,Open,Y,"Marshall, 1988 cit. Bird & Frankel, 1991","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka. This date reflects the basal age of the site.",c14,,1100,,,,AUSTRALIA
13812,South Eastern Highlands,148.21,-37.41,Cloggs Cave,Rockshelter,ANU-1183,1110,70,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,Y,"Flood, 1980","Date relates to the upper 'small tool tradition' within the site. The deposit consisted of 11 backed blades of chert and jasper, 23 bipolar scaled pieces of quartz, small low-backed scrapers, 15 blade cores and 7 small core tools, 4 use-polished and 5 slightly retouched flakes and some 600 waste flakes (from a 7.5 sq m excavation). The author considered this assmeblage to reflect a manufacturing site. This site differs from others further north in the favouring of geometric microliths over backed blades - a common occurrence in the more southerly parts of SE Australia.",c14,,1110,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
11379,Tasmanian West,145.17,-42.2,Cape Sorrell,Midden,V-20,1120,70,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Reber, 1967 cit. Stockton, 1981","This sample is referred to in a review paper of Tasmanian radiocarbon dates by Stockton 1981. This sample was the basal date of a midden. Limited contextual information is provided. The paper does not indicate if this sample is terrestrial or marine -given the lack of reservoir correction discussio in the paper, it is assumed to be terrestrial.",c14,,1120,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10805,Naracoorte Coastal Plain,140.26,-37.68,Cameron Rock,Midden,ANU-1245,1160,70,,,Charcoal,Charcoal,"Sq. 1, layer 3",,Radiocarbon,,Terrestrial,Open,Y,"Luebbers, 1978 cit. Bird & Frankel, 1991","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka. This sample pairs with ANU-1241. This paper also references this date as from Canunda Rocks. Presumed a duplicate and deleted.",c14,,1160,,,,AUSTRALIA
12386,Sydney Basin,151.16,-32.51,GCC 7/8 (Camberwell),Open site,Beta-39205,1200,70,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Koettig, 1992","This sample formed part of a larger salvage excavation of sites within the Camberwell mining lease area. Initial surveys identified 31 open artefact scatters, most small with  GCC19 and 20 being larger, and GCC27 having raw materials indicative of other Pleistocene finds in the area. The salvage identified a continuous unpatterned occupation along the Station creek and identified features including hearths, heat treatment areas, pits, an oven, stone knapping floors, and small artefact concentrations indicating specific activities. The sites were all dominated by mudstone and silcrete with lesser proportions of chert, quartz and volcanic materials. The technological analysis revealed six type of reduction, four of whic included the removal of a flake from a flake core body. Heat treatment of silcrete cores (but not mudstone) was common. Nineteen dates indicate that the occupation was constrained to the last few thosand years, despite earlier thoughts of a Pleistocene signal. Some difference between Bondaian assemblages east of Singleton and this site were noted.",c14,,1200,,,,AUSTRALIA
13570,NSW North Coast,152.61,-29.7,Jacky's Creek,Rockshelter,V-43,1225,70,,,Charcoal,Charcoal,"Trench 1(e), IIA","6-9""",Radiocarbon,,Terrestrial,Closed,Y,"Bermingham, 1966; McBryde, 1966","Shallow steeply angled rockshelter dug as part of a wider study of New England by McBryde (1974). Four levels levels of deposit with Level IA and IIA forming the bulk of the assemblage. Level IV at the base of the talus was sterile. This sample was taken near entrance of RS where stratigraphic complexity occurred. Level was richest in cultural material; implements including uniface pebble tools, broken ground-edged axes, and use-polished pieces. A few blade tools were also found, but no bone artefacts.",c14,,1225,,,,AUSTRALIA
10841,Naracoorte Coastal Plain,140.75,-38.05,Port MacDonnell,Midden,ANU-6353,1230,70,,,Charcoal,Charcoal,"Unit 1, spit 16",93.5-110,Radiocarbon,,Terrestrial,Open,Y,"Egloff et al., 1989 cit. Bird & Frankel, 1991","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka.",c14,,1230,,,,AUSTRALIA
11021,South East Coastal Plain,141.29,-38.21,"East Monbong, Site 2, Midden 3",Midden,Wk-415,1280,70,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Godfrey, 1989","This date comes from the a survey of Discovery Coastal Park on the border of VIC/SA. The survey identified over 1000 middens dated primarily between b490 and 3860 BP, and were dominated by Donax sp. and Brachidontes sp (lesser representations of Mytilus and Ostrea sp. were also present).",c14,,1280,,,,AUSTRALIA
13572,NSW North Coast,152.61,-29.7,Jacky's Creek,Rockshelter,V-41,1310,70,,,Charcoal,Charcoal,"Trench 1(b), I","5-6""",Radiocarbon,,Terrestrial,Closed,Y,"Bermingham, 1966; McBryde, 1966","Shallow steeply angled rockshelter dug as part of a wider study of New England by McBryde (1974). Four levels levels of deposit with Level IA and IIA forming the bulk of the assemblage. Level IV at the base of the talus was sterile.  This level stratigraphically relates to V-45. Artefacts from this level include bone points, stone use-polished edge and part of a ground-edged axe.",c14,,1310,,,,AUSTRALIA
14762,King,144.73,-40.33,Rookery Rockshelter,Rockshelter with midden deposits,ANU-1699,1370,70,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,Y,"Bowdler, 1979 cit. Stockton, 1981",This sample is referred to in a review paper of Tasmanian radiocarbon dates by Stockton 1981. Limited contextual information is provided.,c14,,1370,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10017,Murray Darling Depression,143.06,-35.26,Chillingollah 3,Burial,SUA-1695B,1380,70,,,Bone (residue),Bone,,,Radiocarbon,,Terrestrial,Open,Y,"Macphail, 1982; Godfrey et al. 1996",A sample taken from a burial in the Mallee and used to explore variations in bone materials for radiocarbon dating. This sample was considered more reliable than SUA-1695A.,c14,,1380,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10334,Channel Country,142.3,-29.41,Stud Creek,Hearth,Wk-6620,1390,70,-23.3,0.2,Charcoal from hearth,Charcoal,H98-8,,Radiocarbon,,Terrestrial,Open,Y,Holdaway et al. 2002,,c14,,1390,,,,AUSTRALIA
14028,Sydney Basin,150.97,-34.05,Mills Creek 11,Rockshelter,SUA-2256,1520,70,,,Charcoal,Charcoal,"Sq. 1, spit 5",20-25,Radiocarbon,,Terrestrial,Closed,Y,"Koettig, 1985a","A rockshelter excavated prior to the installation of a land fill site near Heathcote Road, NSW. (The landfill has destroyed/buried the sites). The rockshelter was excavated to 50 cm in several areas and revealed to two main archaeological units, I (spits 1 - 4) and II (spits 5-11); the latter unit was subsequent split into IIA (spits 5-7) and IIB (spits 8-11). Radiocarbon dates indicated the use of the site from c. 2ka to European arrival. The excavation recovered some 14,000 lithics dominated by quartz, silcrete and fine grained siliceous material. An early dominance of silcrete declined around spit 4 to a dominance in quartz in the upper levels. Small marsupial and reptile bone was found in layer I. Bipolar flaking was present throughout the site with a significant increase in bipolar knapping of silcrete in layer I. Backed blades were present in all depths and in some numbers in the basal layer, indicating a proliferation by c. 2.2ka.",c14,,1520,,,,AUSTRALIA
14049,Sydney Basin,150.28,-35.17,"Rock Pool Shelter, Tianjara Creek",Rockshelter,ANU-8981,1530,70,,,Scattered charcoal,Charcoal,"Sq. 1, spit 8",,Radiocarbon,,Terrestrial,Closed,Y,"Boot, 1994",Rockshelter near a small rockpool with 48 grinding grooves. Shallow deposit within rockshelter. Most artefacts recovered from spits 6 and 7. ANU-8423 and ANU-8981 brackets occupation at site.,c14,,1530,,,,AUSTRALIA
10715,King,144.67,-41.05,Arthur River,Midden,V-19,1560,70,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Reber, 1967 cit. Stockton, 1981","This sample is referred to in a review paper of Tasmanian radiocarbon dates by Stockton 1981. Limited contextual information is provided. The paper does not indicate if this sample is terrestrial or marine -given the lack of reservoir correction discussio in the paper, it is assumed to be terrestrial.",c14,,1560,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10821,Naracoorte Coastal Plain,139.88,-37.29,Domaschenz Ridge,Midden,ANU-1169,1590,70,,,Charcoal,Charcoal,Middle of site,,Radiocarbon,,Terrestrial,Open,Y,"Luebbers, 1978 cit. Bird & Frankel, 1991","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka. This sample pairs with ANU-1239.",c14,,1590,,,,AUSTRALIA
14779,Sydney Basin,150.84,-35.01,Abraham's Bosom Rockshelter 1,Rockshelter with midden deposits,ANU-6446,1630,70,,,Charcoal,Charcoal,"TP AB1/1, spit 11, layer 3",90-105,Radiocarbon,,Terrestrial,Closed,Y,"Paton & MacFarlane, 1989; Boot, 2002","Site located some 1200 m from the township of Currarong along Abrahams Bosom creek. Not far from Curracurrang RS due by Lampert in the 1970's. Excavation undertaken as part of a planning exercise for a proposed walking track. Two 100 x 100 cm test pits were excavated. TP AB/1 was some 115 cm deep and revealed four stratigraphic units, AB/2 was only 50 cm deep and contained two of the units identified in AB/1, specifically 'layers 1 and 2'. The site contained a lower black humic deposit (layer 3) with low shell and bone component, but high stone artefacts, overlain by a midden deposit containing fish hooks, organic materials and fewer stone artefacts. Two bone points were also recovered. The midden deposit was further split into layers 1 and 2 with the upper deposit appearing more recent/less compacted/decomposed; the lower deposit (layer 2) was dominated by compacted and decomposing shell and numerous ash layers. The midden deposit was dominated by edible muissel (Mytlius edulis plantulatus) (up to 50%) with Nerita sp. similar in several levels. Oyster and limpets were also present (10-20%)/ This pattern of exploitation revealed highly localised exploitation, differing significantly from nearby Curracurang RS. All samples came from charcoal collected in the sieves. Basal age for the site.",c14,,1630,,,,AUSTRALIA
13925,Sydney Basin,150.42,-35.37,Burrill Lake,Rockshelter,ANU-139,1660,70,,,Scattered charcoal,Charcoal,"Depth Unit 2, SU II",27,Radiocarbon,,Terrestrial,Closed,Y,"Lampert, 1971a","Burril Lake shelter was dug by McCarthy in the 1940's and was used in the Bondaian/Eloueran discussions. The site consisted of five stratigraphic units (I-V) of sand and clay. Only the upper unit retained shell material. Levels V and IV were both >20ka (probably forming quite quickly) and retained pebble tools, horse-hoof cores, saw edge flakes and a number of scrapers. Level III contained a similar assemblage. Level II was typically Bondaian and included bondi points, eloueras, fabricators and thumbnail scrapers. Larger scrapers than lower deposits were also found. These implements continued into level I, but with less Bondi points. The shell and faunal remains in level I, indicate an exploitation of estuarine species and terrestrial animals - the latter being more important. An Anadara sp. shell was also found in level IV, some 20ka. Not specified, but could be intrusive. This sample dates the top of Level II",c14,,1660,,,,AUSTRALIA
13907,Sydney Basin,150.2,-35.11,Bobs Cave,Rockshelter,ANU-8428,1780,70,,,Scattered charcoal,Charcoal,"Sq. 2, spit 3",,Radiocarbon,,Terrestrial,Closed,Y,"Boot, 1994","Large sandstone shelter south of Sassfras. Excavations of 4 x 1 m trench to a depth of 1 m dug near the back wall. Boot identifies five periods of high artefact discard: 11,000 - 10,000; 6,000 - 5,000; 4,000 - 3,500; 2,500 - 2000; and 500 BP. Upper levels of site retained majority of occupation including backed blades and bipolar flakes (spits 3-7). Lower levels (spits 15 and 16) retained large artefacts from volcanic pebbles and silcrete primary flakes. Compares well with other sites in the region.",c14,,1780,,,,AUSTRALIA
14002,Sydney Basin,150.66,-33.66,KII Shaws Creek,Rockshelter,Beta-1213,1840,70,,,Charcoal,Charcoal,"Sq. B, spit 3, unit 6(base), phase II",23,Radiocarbon,,Terrestrial,Closed,Y,"Kohen et al. 1981, 1984","Site has sedimentary units increasing through the site (from 1 to 6, with archaeology only occurring in 4-6), with archaeological phases going up the site from Phase VI - I. Base of phase VI retained 55 artefacts; Phase VI retained a high proportion of heavy flakes and several with fine invasive retouch; Phase V and IV showed continutiy with earlier assemblage and includes reducing mean weight (g), decline in chert, decline in tools, declne in thick flakes, higher retouched pieces; phase III-i saw appearance and decline in backed tools and geometric microliths and edge-ground hatchets. Phase III-1 retained the highest number of artefacts. Kohen et al. notes a decline in the assemblage during Phase IV (4100 - 7900 calendar years BP). Also referred to as SUA-1392 in Kohen et al. 1981.",c14,,1840,,,,AUSTRALIA
10672,Darwin Coastal,130.8,-12.5,HI83,Midden,Wk-6527,1850,70,,,Charcoal,Charcoal,67 cm (from surface),67,Radiocarbon,,Terrestrial,Open,Y,"Bourke, 2004; Bourke, 2005b; Brockwell et al., 2009",,c14,,1850,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
