C14ID,SiteID,LONGITUDE,Latitude,SITE,SITE_TYPE,LabCode,C14Age,C14SD,C13_AGE,C13_ERROR,MATERIAL,Material,CONTEXT,DEPTH_FROM_SURFACE_CM,METHOD,TECHNIQUE,Data pertinent for time-series analysis or calibration,Open or Closed Site,Directly Related to occupation? Yes/Unknown,SOURCE,NOTES,RECORD_SOURCE,DATE_ISSUES,AGE_NORM,ADDITIONAL_DATA_ISSUES,,,Country
10726,King,144.71,-40.86,Mount Cameron West,Midden,ANU-341,1070,110,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Jones pers comm. cit Stockton, 1981",This sample is referred to in a review paper of Tasmanian radiocarbon dates by Stockton 1981. Limited contextual information is provided. This sample comes from midden overlying some carvings.,c14,,1070,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10477,Simpson Strzelecki Dunefields,140.24,-27.2,Marroocoolannie 2,Hearth,ANU-5429,1130,110,,,Termite nest used in hearth,Other,,,Radiocarbon,,Terrestrial,Open,Y,Williams 1988,,c14,,1130,,,,AUSTRALIA
10478,Simpson Strzelecki Dunefields,140.24,-27.2,Marroocoolcannie 2,Hearth,ANU-429,1130,110,,,Charcoal,Charcoal,Hearth,,Radiocarbon,,Terrestrial,Open,Y,Williams 1998,,c14,,1130,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10123,Southern East Queensland,153.4206,-28.0336,Broadbeach Burial Ground,Burial,V-162,1180,110,,,Charcoal,Charcoal,,49-72,Radiocarbon,,Terrestrial,Open,Y,Bermingham 1971,Bermingham (1971) reports non-CRA as 1180?105,c14,,1180,,,,AUSTRALIA
10351,Flinders Lofty Block,139.45,-32.02,Cons Bore Hearth 2,Hearth,Gak-9884,1250,110,,,Charcoal,Charcoal,buried hearth 50 cm bs,,Radiocarbon,,Terrestrial,Open,Y,Nobbs 1983,,c14,,1250,,,,AUSTRALIA
10442,Murray Darling Depression,143.11,-34.74,Murray River,Hearth,ANU-690,1400,110,-24,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Barbetti & Polach, 1973",Charcoal from under lumps of baked clay 5 m below top Victoria bank of Murray River.,c14,,1400,,,,AUSTRALIA
11238,Sydney Basin,151.2,-34.04,BHW (#52-3-724),Midden,SUA-3012,1400,110,,,Charcoal,Charcoal,"Sq. C2, spit 6",45-50,Radiocarbon,,Terrestrial,Open,Y,Brayshaw et al. 1992,"A large midden investigated and salvaged for a proposed destination resort near Boat Harbour, Kurnell Peninsula. A shell midden dominated by rock oyster, cockle (estuarine) and  limpet and nerita (rock platform). Rock platforms are nearby, but estuarine areas are over 2.2 km away. Shell occurred between spits 1- 7 with highest concentrations at spits 1 and 2 by MNI or in 2 - 9 with highest concentrations in spit 4 (with similar values across spits 3 - 6) by weight. Mammal and bird bones was also recovered - six pieces of Abalone were identified as worked into possible necklaces/ovoid shapes. About 1800 artefacts were recovered across spits 1 - 7. Artefactual assemblage was dominated by fine grained siliceous and silcrete with a reasonable proportion of petrified wood. The raw materials were considered mainly to have been brought to the site as water-rolled pebbles, possibly from the Shoalhaven River.  Backed blades were present in low numbers. A silcrete workfloor was identified in Sq. B2, spit 5. 55 cores were also recovered and indicated some use of heat in artefact manufacture.",c14,,1400,,,,AUSTRALIA
12637,Victoria Bonaparte,129.15,-15.18,Granilpi K10 crust,Rock engraving/art  coatings,CAMS-42877,1430,110,,,Oxalate Carbon Crust,Other,Surface,N/A,Radiocarbon,,Terrestrial,Closed,Y,Watchman et al. 2000a,Samples from oxcalate coating overlying cupules.,c14,,1430,,,,AUSTRALIA
14088,Sydney Basin,150.9,-32.98,Yengo 1,Rockshelter,ANU-6216,1530,110,,,Charcoal,Charcoal,Sq. 4A/6/1 (layer III),30.5,Radiocarbon,,Terrestrial,Closed,Y,"McDonald, 1994, 2008","Brown states: ...a medium sized rockshelter (14 m x 6 m x 1.9 m high at dripline) and faces east and contains art (stencils, paintings and engravings), occupation deposits and grinding grooves. Large area exavated in floor deposits. Some 10,050 artefacts were recovered dominated by quartz (c.50%) and lesser indurated mudstone. 70% of the assemblage was unmodified flakes. Occupation history as follows: 1) 6,000 -4,600 yrs BP initial occupation (layers VI-VII) - ephemeral occupation dominated by indurated mudstone and FGS. No diagnostic tool types, considered Capertian; 2) second phase of occupation 4,600 - 2,850 years BP (layer V) - dominated by mudstone, but increasing appearance of quartz. Backed blades evident in upper part of this unit. Possible hiatus between this unit and the one above ; 3) most intense occupation -<1,950 - >540 years BP (Unit IV). Marked increase in artefact discards centred around 1,500 years BP, but continuing into units III. Frequent backed blades, ground edge implements and retouched tools, dominated by quartz; 4) occupation continue after 540 BP (units I-II), but was significantly reduced. Engraving circles, dots and kangaroo tracks probably produced during earliest occupation of the shelter and minimum date for their production is  older than c. 3,000 years ago. Stencil art believed to date to main or layer occupation of site. Grinding grooves realted to finds of edge-ground artefacts from 1500 years ago. McDonald (2008) indicates that this sample came from an artefact rich layer.",c14,,1530,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10407,Murray Darling Depression,143.1,-33.8,Lake Mungo (MLB-17),Hearth,ANU 661,1610,110,,,Charcoal from hearth,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Barbetti 1973, Johnston & Clark, 1998",,c14,,1610,,,,AUSTRALIA
10780,Murray Darling Depression,141.2,-35.2,Lake Victoria,Midden,GaK 2512,1660,110,,,Charcoal from midden,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,Gill 1973,,c14,,1660,,,,AUSTRALIA
11176,South East Corner,149.89,-36.89,MHE 10 (Merimbula Lake),Midden,ANU-4997,1670,110,,,Charcoal,Charcoal,A/1,25-35,Radiocarbon,,Terrestrial,Open,Y,"ANU Archaeological Consultancies, 1986a","A shell midden located on the shores of Merimbula Lake and investigated/salvaged prior to residential development. MHE 10 had been previously disturbed through the construction of a track and was only minimally investgiated compared with MHE 8 (undertaken as part of the same salvage). The sites were dominated by Sydney cockle shell with a sharp increase in Oyster shell (to 20%) in the lowest 15 cm of the site. Mud whelk was also consistently present in low numbers. Minimal terrestrial bone was identified including kangaroo, lizard. fish bones and rabbit. Minimal artefacts were recovered indicating a preference for rhyolite and quartz raw materials. Two backed pieces were identified in the upper 5 cm of the MHE 8. The highest concentrations of artefacts were between 45-50 cm in MHE 10 (n=48 (53%)). Preference for quartx increases in the upper levels and suggests a move from backed artefacts to a 'less distinctive industry'.",c14,,1670,,,,AUSTRALIA
11373,Tasmanian South East,147.09,-43.29,Huon Point,Midden,GXO-265,1860,110,,,Wood charcoal,Wood/Plant Material,,1',Radiocarbon,,Terrestrial,Open,Y,"Reber, 1965","A compilation of dates obtained from excavation of a range of middens across Tasmania. Reber excavated slits into this midden to obtain a basal age. A midden situated on a point near Huon River. The midden is about 40 yards in area, 50 yards from the edge of a cliff near the river. Sample obtained from one foot below surface.",c14,,1860,,,,AUSTRALIA
11031,South East Coastal Plain,142.35,-38.32,Goose Lagoon Midden,Midden,V-5,2120,110,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Science Museum of Victoria cit. Godfrey et al., 1996",From an Aboriginal midden on a 25-ft emerged shoreline. This sample was analysed mutliple times (n=4). All duplicates are identified as V-5. No information on the preferred date is indicated.,c14,,2120,,,,AUSTRALIA
11991,Murray Darling Depression,139.63,-34.31,Roonka Flat Dune,Open site,ANU-1783,2120,110,,,Human bone collagen,Bone,RA 10,81-87,Radiocarbon,,Terrestrial,Open,Y,"Pate et al., 1998","A follow-up study of the Roonka Flat burial ground. Pate indicates that some 147 burials had been recovered primarily from Trench A. The trench was 30 x 15 m in size and reached depths of 6-7 m. Most of the burials were constrained to the upper 2 m. The data indicates that the area was used exclusively for burials between 10 - 7 ka before other camp activities occurred concurrently with the burials after 7 ka. The paper concludes that most burials occurred through the late Holocene after 6 ka. This date was taken from skeleton RA 10, a vertical shaft burial.",c14,,2120,,,,AUSTRALIA
10236,Victoria Volcanic Plain,142.85,-37.76,FM/1,Earth mound,SUA-574,2350,110,,,Charcoal,Charcoal,Layer 5A,,Radiocarbon,,Terrestrial,Open,Y,"Lourandos and Williams various cit. Attenbrow, 2004; Coutts et al., 1977 cit. Bird & Frankel, 1991; Lourandos, 1983","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka. This date came from the one of the earliest occupations of the site.",c14,,2350,,,,AUSTRALIA
12139,Southern East Queensland,152.9149,-25.366,Booral Homestead Midden,Open site,Beta-38414,2400,110,,,Charcoal,Charcoal,,26.7,Radiocarbon,,Terrestrial,Closed,Y,Frankland 1990,"Small sample given 4 x normal counting time (Hall pers. comm., 2000)",c14,,2400,,,,AUSTRALIA
11311,Sydney Basin,151.18,-34.03,Quibray Bay,Midden,Not given,3680,110,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"L. Smith, 1990 cit. Bryshaw et al. 1992",A date referenced in a wider background review of the Kurnell peninsula area. Only minimal information (i.e. the site was a midden) provided.,c14,,3680,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
13351,King,144.45,-40.34,Cave Bay Cave,Rockshelter,ANU-1614,3960,110,,,Charcoal,Charcoal,"Tr. V, spit 9A",54-57,Radiocarbon,,Terrestrial,Closed,Y,"Bowdler 1979 cit. Stockton 1981; Bowdler, 1984","A large rockshelter located on Hunter Island in the Bass Strait. An excavation of a 2 x 2 m trench to a depth of 2 m revealed an extensive Pleistocene deposit with non-Tasmanian faunal remains (i.e. Coming from the Bass Plain prior to sea level rise). The topmost Pleistocene deposits was identified at 65 cm below the surface. Between 145 and 185 cm below the surface was a series of well defined hearhy layers with macropod bones, charcoal and quartz flakes. The lowest of these layers (175-185) was the lowest evidence of human occupation dating to about 22 ka. The upper part of this hearthy unit was dated to c. 20 ka. Above this (120-145 cm below surface) was sporadic evidence of human occupation, as well as extensive rock fall. Between 120 - 65 cm below surface, there is little evidence of human use, with the exception of a well-defined hearth at 85 cm below surface dated to c. 15 ka. The upper 65 cm of deposit consisted of a midden (between 50 - 65 cm) dating to between c. 4 and 8 ka and containing bone artefacts, then 25 cm of culturally sterile sand, then 25 cm of hearth and shell midden lenses. This sample dates a hearth immediately above the Lower Midden unit.",c14,,3960,,,,AUSTRALIA
13467,Murray Darling Depression,139.61,-34.69,Devon Downs RS,Rockshelter,GaK-1023,4360,110,,,Charcoal,Charcoal,Layer VIII,c. 460,Radiocarbon,,Terrestrial,Closed,Y,"Smith, 1982; Tindale, 1968","A 6 m deep stratified rockshelter on the Murray River. Originally excavated in 1929 by Tindale, Smith re-explored the site in 1982. Smith revised the stratigraphic sequence from 12 layers to six. Analysis of artefacts, ochre, mammal remains, all indicate a peak in activity between layers 3-5 (between 2 - 4ka) along with a technology shift, with increasing appearance of shellfish in the upper spits (after 2ka). A change in seasonal movements appear to have occurred after 3 ka. Pirri and bone points present only in layers 5 and 6.",c14,,4360,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
12714,Australian Alps,148.35,-37.36,New Guinea II,Rockshelter,SUA-2217,4660,110,,,Charcoal,Charcoal,"Sq. NE117E120, spit 65, SU2",155,Radiocarbon,,Terrestrial,Closed,Y,"Ossa et al., 1995","A limestone rockshelter on the Snowy River in the Australian Alps contining finger marks (such as those seen in Koonalda Cave). Excavation of 43.5 sq. m both inside and outside the shelter recovered extensive bone, some mussel, ochre and 317 stone artefacts (285 from within the shelter). The rockshelter could be divided into four stratigraphic units. The artefacts were composed of quartz, chert, fine grained siliceous and lesser occurrences of limestone. Artefacts appeared to come from pebbles in the nearby river bed and were amorphous in nature. The majority of the lithics were found within SU 1 and 2 (n=257), with 19 found in SU 3 and 9 in SU 4. Several bone points were also recovered from throughout the excavations and made from macropod. Other bone includes mammal (including Tasmanian devil) and fish. The paper concludes that the site was occupied since about 21ka to the late Holocene; the small artefact size and numbers indicate limited use of the site for retouch of larger items; bone points suggest animal skin preparation was also undertaken at the site.",c14,,4660,,,,AUSTRALIA
10095,Riverina,144.13,-35.63,Barham E4/1,Burial,Not given,4670,110,,,Bone,Bone,,,Radiocarbon,,Terrestrial,Open,Y,"Pardoe, 1993, 1995",Part of a wider study reviewing ages of skeletal remains along the Murray-Darling River.,c14,,4670,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
14828,Tasmanian South East,147.33,-42.84,Shag Bay,Rockshelter with midden deposits,Gak-5424,4720,110,,,Charcoal,Charcoal,SB 2/7,,Radiocarbon,,Terrestrial,Closed,Y,"Vanderwal et al., 1977","A rockshelter on  Shag Bay, opposite New Town Bay and several hundred metres north of Geilston Bay, part of the Derwent Estuary, Tasmania. A 12 m x 3 m rockshelter some 15 m upslope from the bay. A 1 x 3 m trench was excavated into the rockshelter and revealed a narrow band of midden deposit between two sterile roof debris deposits. The site was heavily disturbed through animal burrows and pot-holes, although a recent overburden deposit was evident on the surface up to 1 m thick in places. The midden deposit was 25 cm thick and also contained ash and charcoal. The midden was composed of almost exclusively estuarine species and dominated by Mytilus planulatus (with MNI's of 2,260 and 1,590 in two consecutive spits) followed by various other limpet species. Few mud oysters were present. Two stone artefacts were also recovered. This sample dates the top of the midden deposit and suggests a total occupation period of only 700 years.",c14,,4720,,,,AUSTRALIA
11360,Tasmanian South East,147.33,-42.87,Royal Botanic Gardens,Midden,Beta-5099,5210,110,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Dunnett, 1993",A reference to a date of a midden as part of a wider review of shellfish exploitation in Tasmania. The paper indicates the site was dominated by Mylitus edulis. The papers findings suggest an exploitation of the sub-littoral zones during the late Holocene with a focus on upper and middle littoral zones earlier in the Holocene.,c14,,5210,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
11369,Tasmanian South East,147.29,-42.87,Derwent River,Midden,I-324,5220,110,,,Wood charcoal,Wood/Plant Material,,,Radiocarbon,,Terrestrial,Open,Y,"Reber, 1965",A compilation of dates obtained from excavation of a range of middens across Tasmania. Reber excavated slits into this midden to obtain a basal age. This midden was on a small peninsula east of the Derwent River opposite Cadburys. The midden is on a rocky bank 10 ft above a nearby road. The midden extends beneath the road and partway down the slope to the river. This is referred to as Reber's Site 12 and 'site opposite Dogshear Point'.,c14,,5220,,,,AUSTRALIA
13716,Pilbara (inland),119.51,-23.21,Newman (P0187) Orebody XXIX rockshelter,Rockshelter,SUA-627,5260,110,,,Charcoal,Charcoal,"Spit 3/4 (30-40cm bsl), Feature H4",,Radiocarbon,,Terrestrial,Closed,Y,Maynard 1980,,c14,,5260,,,,AUSTRALIA
14101,Sydney Basin,150.97,-33.36,MR/1,Rockshelter,SUA-564,5820,110,,,Charcoal,Charcoal,"Sq. A, level 10","50""",Radiocarbon,,Terrestrial,Closed,Y,Moore 1981,"Elevated rockshelter with deep deposit. Excavated to level 10 at 50"". Varying levels of bone and shell found between level 1-7, Bondi points found to base deposits. Some 4,945 artefacts ultimately found across 8 test pits (3 sq. ft in size). Highest concentrations of artefacts occurred between levels 3-5 (with highest peak at 4) with declines both before and after. Retained raw material from the Hunter Valley, and may indicate trade or exploitation to the north. Also Merewether chert from Newcastle and black chert from south coast recorded.",c14,,5820,,,,AUSTRALIA
11081,South East Coastal Plain,146.27,-38.97,Tarwin/1,Midden,Gak-971,6010,110,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Coutts, 1970","A geomorphological and archaeological study of Wilson's Promontory with a focus on the various sand dune units. Excavations of the sites revealed two assemblages. Assemblage A was dominated by backed blades and rock platform shellfish (note there are no rock platforms at present day sea level) and was wider spread. Overlying assemblage A, was assemblage B consisting of crude flakes and large core industry and was associated with edge-ground axes. Peak shell densities appear to occur between spits 7 - 11 and at 3 (stone densities only between 3-11) in YW11/1 and spits 6 and 11 in YW 9 (with stone densities at spit 3). Sites 'A' were considered to be associated with exploitation freshwater gastropods from land-locked lagoons and formed between 6500 - 3000 BP. Sites 'B' indicate a diversification of exploitation and a changing preference of raw materials. Also called 'ARch Rock'.",c14,,6010,,,,AUSTRALIA
12391,Sydney Basin,150.65,-33.76,Jamisons Creek (JC/1E),Open site,SUA-1233,7010,110,-25,2,Charcoal,Charcoal,Base of soil unit 3,c.140,Radiocarbon,,Terrestrial,Open,Y,"Kohen, 1981; Kohen et al. 1984","An open site on Jamisons creek, south of the M4 Motorway and north of Leonay golf course, Emu Plains, NSW. Excavations were undertaken of a large body of sand adjacent the creek. 5.3 sq m recovered 867 artefacts from two broad phases. Soil units 1 -3 were considered Bondaian, soil unit 4 was Capertian. Bondi points, bipolar pieces and retouched flakes were all only found in the upper phase. Bone and freshwater mussel were also found, as well as worked piece of cockle shell. Artefacts were dominated by chert (70+ %) with lesser proportions of silcrete (<10%), quartz, basalt and quartzite. Occupation appeared to occur until the 19th Century. Excavations reached depths of 140 cm. This date was taken from the base of soil unit 3 and is a basal date for the site. It is from the lowest part of the biomantle before clay is reached. Artefacts were still found at this level.",c14,,7010,,,,AUSTRALIA
12270,Southern East Queensland,151.8522,-28.0207,Talgai Skull,Open site,R2526/17,7890,110,,,Soil,Soil,,,Radiocarbon,,Terrestrial,Open,Y,Hendy et al. 1973,,c14,,7890,,,,AUSTRALIA
12070,Naracoorte Coastal Plain,140.29,-37.65,Wyrie Swamp,Open site,ANU-1320,8210,110,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Luebbers, 1978 cit. Bird & Frankel, 1991","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka. This sample was found in association with boomerang fragments.",c14,,8210,,,,AUSTRALIA
11049,South East Coastal Plain,141.29,-38.21,"Noble's Rocks Survey Area, Site 1, Midden 1",Midden,Wk-410,8340,110,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Godfrey, 1989","This date comes from the a survey of Discovery Coastal Park on the border of VIC/SA. The survey identified over 1000 middens dated primarily between b490 and 3860 BP, and were dominated by Donax sp. and Brachidontes sp (lesser representations of Mytilus and Ostrea sp. were also present). This date was published with a 450-yr marine correction, which has not been included here.",c14,,8340,,,,AUSTRALIA
13513,Naracoorte Coastal Plain,140.69,-38.05,Koongine Cave,Rockshelter,Beta-21541,8900,110,,,Charcoal,Charcoal,"J9/20, unit 5",,Radiocarbon,,Terrestrial,Closed,Y,"Frankel, 1988 cit. Bird & Frankel, 1991","Referred to in a  study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka. This sample was taken from the 'lower occupation'.",c14,,8900,,,,AUSTRALIA
13501,Naracoorte Coastal Plain,141.41,-38.32,Bridgewater Cave South,Rockshelter,Beta-8465,10760,110,,,Charcoal,Charcoal,"Pit C7(2), top of phase A",,Radiocarbon,,Terrestrial,Closed,Y,"Lourandos, 1983 cit. Bird & Frankel, 1991; Head, 1985 cit. Bird & Frankel, 1991","A limestone rockshelter within the Bridgewater Formation near a large number of marine and lagoonal resources. Site excavated by Lourandos. Basal date of site, few shells at this depth. Shell material dominated upper deposits dating to less than 450BP. The lower unit retained fragmented bone, stone artefacts and occasional marine shell (Plebidonax deltoides mainly). Lourandos' intepretation indicated the use of the site in the terminal Pleistocene as a sporadic hunting bivouc focussing on land mammals. This activity lasted into the early and mid Holocene (i.e. no hiatus). The late Holocene saw more intense use and a wider range of resources with increasing seasonal exploitation of marine and land resoures. Also discussed in a study by Bird & Frankel, 1991. The study used radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka.",c14,,10760,,,,AUSTRALIA
14426,Warren,115.07,-34.15,Devils Lair,Rockshelter,OZD-323,12950,110,,,Charcoal,Charcoal,Hearth 2,96,Radiocarbon,,Terrestrial,Closed,Y,"Turney et al., 2001","A deep limestone cave containing deep earthy deposits, which has been excavated since 1955. Deposits consist of various flowstones capping earthy and silty clay units; the flowstones have been used to indicate the start/end of deposits. Artefact assemblage included quartz, chert and limestone materials and animal bone and were present over most of the last 12,000 years. Site also includes numerous bone points, some of them in association with radiocarbon dates of 19,000 BP. Direct occupation is evident living floors associated with hearth 1 and Pits 1  (c. 220 cm below surface) and 2 (c.210 cm below surface). The lowest evidence of continued occupation was at layer 30, with only sparse artefactual remains between layers 31-38, and sterile deposits between layers 39 - 51. This sample formed part of a larger inter-disciplinary study to clarify the lower deposits of the shelter. The study indicated that the initial occupation was as early as 48ka, with main occupation of the shelter by c. 40ka.",c14,,12950,,,,AUSTRALIA
14131,Tasmanian Southern Ranges,146.84,-42.27,Bluff Cave (also Nunamira cave/TAS #4046/JF 53),Rockshelter,Beta-25381,13100,110,,,Charcoal and soil,Other,"Layer 2, unit 3/1",10,Radiocarbon,,Terrestrial,Closed,Y,"Cosgrove, 1989, 1996","A rockshelter located in the Tasmanian Southern Ranges on the Weld River. Excavations identified six units to a depth of 60 cm. The lowest three are sterile, the upper three were culturally rich and dated to about 30ka - 11ka. Layer 3 was the most culturally important with over 12,000 flakes, bones (including bird bone and emu egg shell) and high concentration of charcoal. Layer 2 is similar in finds but not at such high numbers. Layer 1 was a calcium carbonate flowstone sealing the deposit and retained small mammal bones and occasional artefacts indicating infrequent use. Stone materials include local crystal quartz and five pieces of impactite from the Darwin meteorite site some 75 km away. The eary dates indicate the Tasmania was connected to the mainland several times during the last 50 ka; that megafauna was extinct in Tasmania by 30 ka (given its absence here); and that occupation occurred during the LGM despite poor climatic conditions and glaciation.",c14,,13100,,,,AUSTRALIA
14429,Warren,115.07,-34.15,Devils Lair,Rockshelter,AA-19695,13580,110,,,Emu eggshell,Other,Layer G,82,Radiocarbon,,Terrestrial,Closed,Y,"Turney et al., 2001","A deep limestone cave containing deep earthy deposits, which has been excavated since 1955. Deposits consist of various flowstones capping earthy and silty clay units; the flowstones have been used to indicate the start/end of deposits. Artefact assemblage included quartz, chert and limestone materials and animal bone and were present over most of the last 12,000 years. Site also includes numerous bone points, some of them in association with radiocarbon dates of 19,000 BP. Direct occupation is evident living floors associated with hearth 1 and Pits 1  (c. 220 cm below surface) and 2 (c.210 cm below surface). The lowest evidence of continued occupation was at layer 30, with only sparse artefactual remains between layers 31-38, and sterile deposits between layers 39 - 51. This sample formed part of a larger inter-disciplinary study to clarify the lower deposits of the shelter. The study indicated that the initial occupation was as early as 48ka, with main occupation of the shelter by c. 40ka.",c14,,13580,,,,AUSTRALIA
14330,Victoria Bonaparte,128.7,-16.3,Miriwun,Rockshelter,SUA-2266,14530,110,,,Soil carbonate,Soil,Nodular unit,70-75,Radiocarbon,,Terrestrial,Closed,Y,"Dortch, 1996","Depth based on figure 1 of the paper;  Occupation consists of two units, 1) Dark brown silty earth unit is bracketed by ANU-1008 and SUA-2266 (about 18ka - 11.5ka); and 2) light brown silty earth between SUA-142 and contact (3ka - present). Two units split by aeolian deposit (3ka -1.7ka). Archaeology represents an 'early phase' (18ka - 9ka) and 'late phase' (3ka - present).",c14,,14530,,,,AUSTRALIA
14158,Tasmanian Southern Ranges,146.44,-42.85,Bone Cave (TAS #1790),Rockshelter,Beta-26512,16820,110,,,Charcoal,Charcoal,B/37,c.74,Radiocarbon,,Terrestrial,Closed,Y,"Allen et al., 1988","A rockshelter first recorded by Weston (1969); lost and subsequently re-found by a geologist (Clive Calver). Ranson and Kiernan re-investigated the site before further nivestigation in 1988 by Allen et al. The site is located on Weld River, 7 m above the river. The cave is 4 x 3 x 1.5 m in size with a large talus of deposit inside of the cave, as well as a small water channel.  They identified three stratigraphic units: the upper unit, 10-20 cm, composed of light brown cave earths and contained few stone tools and small bird, rodent and lizard bones - questionable whether a unit derived from human occupation or not; a middle unit (spit data suggests around 32.5 cm - 52.5 cm), composed of darker brown silty soils and contained grey ashy lenses, large quantites of stone flakes and animal bones (relatively unfragmented) - primarily larger marsupials; and a lower unit (spit data suggests around 52.5 cm - 74 cm) with blackened matrix (and dense in charcoal) and frequent hearths and contained similar finds to the middle unit, but they are more fragmented. Artefacts were primairly of quartzite from locally-derived material (within the cave), as well as other materials including Florentine, chalcedony, jasper, silcrete, hornfels, non-local quartzite, Mt Read volcanics and a fragment of Darwin glass (from an impact crater >100 km away). Artefacts included steep-sided and sometime multi-platform cores and several scrapers. A bone point from a macropod tibia was also recovered. This sample was taken from the lowest spit of the excavations (although the paper suggests this was not basal, simply the lowest spit reached in the field season).",c14,,16820,,,,AUSTRALIA
14474,Warren,115.02,-34.02,Tunnel Cave,Rockshelter,Wk-3391,16850,110,,,Charcoal,Charcoal,"Sq. G10, spit 86, layer 7G",210,Radiocarbon,,Terrestrial,Closed,Y,"Dortch, 1996",A 3 m deep sequence composed of occupation layers intermixed with sterile deposits. This date comes from a hearth. Layer 7 retained 15 hearths and high densities of archaeological mateiral for the site (between 1.4-1.9m below surface).,c14,,16850,,,,AUSTRALIA
10296,Broken Hill Complex,141.6,-31.3,Fowlers Gap (ND17),Hearth,Wk-9343,398,111,,,Charcoal,Charcoal,Hearth,,Radiocarbon,,Terrestrial,Open,Y,Fanning et al. 2007,A precursor study to Holdaway et al 2008. Similar findings,c14,,398,,,,AUSTRALIA
12080,NSW North Coast,151.9,-32.75,Moffats Swamp Dune,Open site,OZA-257,7566,114,,,Charcoal,Charcoal,"B3, spit 5/6",70-80,Radiocarbon,,Terrestrial,Open,Y,"Baker, 1994","Sand dune adjacent artefacts adjacent Moffats Swamp. The site was investigated as part of a testing and salvage excavation prior to sand mining activities in the area. The site was dominated by a mudstone/tuff assemblage with pre-Bondaian charateristics. Some evidence of Holocene assemblage, including the presence of Worimi cleavers. The assemblage indicated expedient use of the site. The dates from this site, all taken at similar levels, are widely varied and may indicate some movement of charcoal through the sequence. Dates of 6,000 are found in close association with those of 17,000. The author indicates only a general age of the activities can be identified from these dates. This date was taken from the same level as NZA-3016.",c14,,7566,,,,AUSTRALIA
11213,Sydney Basin,150.9,-34.6,Bass Point,Midden,SUA-51,900,115,,,Charcoal,Charcoal,Pit D,20-25,Radiocarbon,,Terrestrial,Open,Y,"Hughes, 1977; Hughes & Djohadze, 1980 cit. Brown, 2005","Excavations initially undertaken by S.Bowdler in the 1970's. She identified four units: 1) upper midden layer, containing primarily mussel shells and shell fish hooks and bone points; 2) lower midden containing rock platform gastropods, backed artefacts and bone points. Larger shellfish were also dominant; 3) grey sand with poorly preserved shell; and 4) white sand with stone artefacts, but no shell. A subsequent re-investigation of the site by Hughes and Djodhadze included the re-opening of Bowdler's four test pits (totalling 7 sq. m) and an additional two new test pits. Hughes & Djodhadze undertook additional dating and identified the following: 1) upper midden dated to 100-740 BP; 2) lower midden dated to 740 - 1800 BP; 3) grey sand dated to 1800 - 3950 BP (and representing peak site use); 4) white sand dated to 3950 - 7700 BP; and 5) lower white sand dated to 7700 - 17500 BP. A marine-charcoal radiocarbon calibration analysis was also undertaken on the site by Gillespie.",c14,,900,,,,AUSTRALIA
